Region,Crime_Rate,Education_Level,Employment_Rate,Median_Income,Poverty_Rate,Population_Density
Region_334,526,52.74413073232375,64.72405656475465,73459,6.388125820228764,3136
Region_335,1119,72.7571842518078,88.97754201908785,58402,19.2116224626985,4362
Region_336,1446,76.12172880355845,47.24825361899085,77727,21.28789208322231,1565
Region_337,567,82.22733253129111,76.25778637755573,58578,10.269536233867207,2967
Region_338,148,82.50836752216141,49.55953507323945,110453,18.911405145636408,2402
Region_339,1110,68.23486247286529,56.91315526661742,42318,26.41233506906434,1217
Region_340,329,78.0338597001757,55.434937168659765,95715,25.8766486363755,160
Region_341,1422,74.05309419220433,87.35179938693615,97787,28.18387951465743,4377
Region_342,546,94.24991782616405,88.36780888941377,105029,14.147145238922011,3705
Region_343,351,76.51325663174501,49.15077221173636,40466,12.951239313772968,3843
Region_344,230,72.05160808740808,41.10175801487521,115742,23.735650149520218,1805
Region_345,656,70.22427248409254,76.00040198315565,65475,15.777810127425125,1627
Region_346,1172,78.62138797167329,60.89949669352421,80142,7.188716600694516,1346
Region_347,749,90.19884897004488,44.44201225437822,105160,12.070028266762492,3824
Region_348,1042,76.92007451903937,74.18770527885212,46564,15.464557138287228,2270
Region_349,1189,83.08275875402708,67.25527641303498,42412,12.3129106369063,1022
Region_350,240,86.89278834532625,89.0258411000553,113526,13.305139273683041,1080
Region_351,302,76.00840549393659,51.37047479306895,71001,12.344397654359769,2643
Region_352,1030,71.34085283274322,60.19889381632741,77649,6.0374791795769855,4042
Region_353,977,93.83326889312247,67.12729016977114,80957,20.927367520611064,4663
Region_354,1234,70.87530420139461,79.58499942266758,55517,19.932310508836732,963
Region_355,1329,73.09714252877939,67.44193283600293,33156,21.334587461967015,2231
Region_356,1396,99.51706566708886,70.64500804309746,43064,9.807747400840686,3247
Region_357,177,50.01187617879423,51.307352579497035,45711,12.391363540312131,1512
Region_358,67,59.27364547883612,82.34593640442799,50106,20.490398173623056,2428
Region_359,615,69.19819449598629,61.43152734852379,85458,19.990689211498037,3504
Region_360,619,96.62949547126264,47.047981376088465,36589,17.658257733856694,3603
Region_361,1396,53.501485287373555,73.20939572527087,109272,13.760331250254936,1357
Region_362,735,50.4742716814249,50.80452265926537,106511,27.82327511936725,1239
Region_363,675,52.63419179886143,44.87812551196499,27214,13.494256057471095,737
Region_364,1361,54.42717053068091,83.09934542021361,116117,16.39047891093129,4711
Region_365,903,51.87983866031304,63.00811322442198,105731,21.95284577385522,1257
Region_366,1011,73.98906634282524,77.46418563478882,47127,18.575535771669102,1944
Region_367,204,79.03786036136638,54.529377990317755,25141,13.67214940910964,4972
Region_368,539,63.584348553450205,79.34850674588331,48884,15.891119761412746,1861
Region_369,1459,69.91436919878177,45.59679635107652,110421,24.862020446337652,3233
Region_370,834,54.58496675557151,57.79866868974264,22708,11.953228887165311,3847
Region_371,1177,66.81852319142111,88.90309089867642,38375,8.556380994420385,1694
Region_372,1466,76.12595958172615,79.6994858184003,35088,12.829080045744426,4018
Region_373,295,86.61359035923226,64.8627965157344,77615,26.238355387197533,2766
Region_374,1249,50.16731810214896,56.98887357809426,65046,7.224742871408667,240
Region_375,1112,73.36553832688263,83.60678500112382,30014,29.792401834311296,1385
Region_376,808,64.85014382274412,67.24238795422579,84425,18.525072473191564,4853
Region_377,587,92.64109108459508,77.92125089345555,23273,29.62114359917735,3156
Region_378,970,85.77766576171209,77.70538401580819,67135,28.47491055214944,428
Region_379,457,79.45542672354475,40.89728392842459,50881,16.32034285527292,4532
Region_380,574,63.863282284838675,46.31268913963067,117022,9.962276865133727,3879
Region_381,877,95.51695510287672,72.9814683197371,98077,9.122119414128461,665
Region_382,952,52.25503386101616,48.08099056429357,28712,10.999734096748938,2380
Region_383,85,55.473379933955755,52.77466723278023,94704,22.753316014113434,1804
Region_384,734,69.5815070270178,87.33189770998035,72874,11.823749868287196,513
Region_385,69,56.22187786484282,68.00911291874559,89087,13.535631740107458,1016
Region_386,370,97.82078487797125,77.53647534996736,32297,16.21947009986537,4317
Region_387,561,89.89946610716916,67.89903693913199,47128,27.830817010536407,3208
Region_388,449,62.949132580090684,67.62568073913626,88368,9.734835447121153,3674
Region_389,703,79.42771144866227,44.707595506284896,114019,5.125663815245078,4988
Region_390,1021,99.11652575400407,57.18315963045515,107599,6.502410259454254,739
Region_391,520,94.20994890657515,54.121544934325584,108499,27.61915854200295,2672
Region_392,1216,80.0399223221099,59.536418280680664,98958,21.187911621084076,2262
Region_393,1165,95.18619835876353,79.91720941121642,52920,11.82601548319517,432
Region_394,1427,99.45924549066794,58.59663339584324,31156,9.429812525279779,2306
Region_395,883,87.1676411446812,62.584840961584135,31108,12.356668415927858,3860
Region_396,776,53.2493204741447,59.869069524265825,51845,7.869923181282003,3553
Region_397,903,70.07901182127438,44.67039859876478,22800,28.538322757111025,1462
Region_398,100,91.89128676416227,62.053607912539185,62712,24.60515435913167,1633
Region_399,624,61.52845979025095,49.78046365222575,22610,16.55977942281352,421
Region_400,1263,91.53212588753124,49.33616478865207,97603,26.624065127880048,660
Region_401,1198,56.016938101749794,44.701805221713315,53872,11.236455107330807,165
Region_402,199,52.34726785739065,57.83354870708824,30728,22.92801421180484,496
Region_403,363,69.20453057456248,77.87409423947088,115102,26.403312475343586,1441
Region_404,619,51.836596871330684,53.8220845291698,115319,13.919217790581815,3374
Region_405,1415,97.86351314916628,55.61745509427568,40583,23.936611136267942,1390
Region_406,354,91.3102847896983,72.13373288362118,105774,12.376808731607735,4560
Region_407,731,90.03848435649375,49.79204062934595,27263,12.47142838147577,2989
Region_408,887,81.48889614980766,84.84789652117672,87450,7.676429463854651,3749
Region_409,1127,60.81620115182768,66.00952616257771,109285,16.001451162734966,1123
Region_410,1052,75.91301833381961,62.38014701601085,39456,23.242797662435557,4863
Region_411,493,79.86370362151705,67.89100959646007,111118,28.505520139282122,3619
Region_412,662,76.25157504301342,48.30171567080977,85942,20.094924798227403,3200
Region_413,1042,63.011668397576365,70.67365693195882,33689,26.578388443393475,1655
Region_414,313,75.76239621573629,58.15503683170052,52934,25.562366232255677,4707
Region_415,1126,74.55931704343132,84.85931704823095,53276,9.333576324382022,2344
Region_416,1053,99.8167887903362,48.44271033388431,39873,17.145435722815787,3712
Region_417,54,94.8718074023102,65.35255519327205,33050,7.923088388134786,4532
Region_418,1176,73.16903741078099,69.9056314684509,86216,22.053829039040874,4847
Region_419,1269,81.14686914675593,41.66918008931906,104444,28.747491706151898,1033
Region_420,823,87.39358020461142,58.18465623780701,104040,8.427236451968913,401
Region_421,926,51.743258011691246,76.63176173504164,41644,23.347078270063534,1774
Region_422,1041,94.746072061392,81.01887537244866,82021,20.805953771696522,2001
Region_423,933,93.00634082089618,55.65809974086412,57125,19.590125925202493,1329
Region_424,1423,72.87160488868537,79.92966361913756,86899,14.753005867208481,1957
Region_425,96,69.558488304019,88.38779385516943,62291,13.878291193845314,4898
Region_426,916,63.64796874281575,82.84369680375471,55060,6.131229725472196,1074
Region_427,872,73.83384141651842,45.88219940796626,21538,10.447717706300336,595
Region_428,985,52.21883317666184,76.98651660427703,56176,5.379422057170673,4224
Region_429,705,92.60967666735039,55.98334162202724,61520,19.535427639550512,2431
Region_430,318,51.77111842092725,89.42079947060382,45675,7.646330896947721,938
Region_431,419,66.45256826849355,64.26794915799435,38287,26.825484850742903,1155
Region_432,685,96.5794744159495,46.12169491794705,20174,18.07857551742913,2599
Region_433,1179,86.76063272617264,76.25927740136953,112268,22.49224772646771,2040
Region_434,706,64.06954802887634,56.150559919310695,54998,15.271427296012412,4048
Region_435,169,62.632454698044256,89.85390785408308,73312,19.014495225026216,3825
Region_436,880,50.2541069909013,88.9891228927261,32112,28.566479424165763,2862
Region_437,1131,84.7857146424875,72.80670090102903,95225,7.068350990591769,970
Region_438,1419,52.43917908365866,46.49132244758588,64814,11.348444298092403,4695
Region_439,790,76.63012597003811,74.34304988375146,105091,24.499708172763608,2111
Region_440,166,98.10609862960249,44.65152432300136,70719,7.468430172066647,4537
Region_441,840,55.473443002722696,41.46820795511962,53919,6.891527597602771,3689
Region_442,1200,94.72399654840336,81.1479223110743,93155,14.038534968850964,3215
Region_443,1466,99.5737667572524,50.48764738418407,91569,7.304198961810808,4485
Region_444,1062,53.075851311961756,58.95135631095487,61328,19.62696105515508,2694
Region_445,1131,94.14531345687305,88.67286949880867,90482,10.656881270414996,4902
Region_446,683,75.80395102218083,56.84202509305516,44618,27.39244907998431,1095
Region_447,562,95.325685972229,54.82448906416576,54675,24.587502021131417,3606
Region_448,851,78.56594709597871,85.91039998113877,38919,22.492630152486903,2731
Region_449,1169,83.10560050532823,45.5374222659479,24173,20.42360068461255,3249
Region_450,1191,77.18894539986997,77.97912050573159,46400,26.586643258536583,988
Region_451,609,93.22464401536743,89.4032783326387,70445,10.576551538568921,4993
Region_452,537,86.69549594768509,85.06480053873244,90305,26.827721069105692,491
Region_453,1310,76.06301560902074,72.5833959353213,57564,24.737307460601308,2600
Region_454,946,93.40804020257735,55.7030397496366,65814,23.704020659692137,4275
Region_455,1345,62.26427661276673,52.71609905891584,99747,19.0313919518731,646
Region_456,1262,57.8670329851263,80.96275524357306,108791,11.156104024265002,1555
Region_457,753,58.0200052665036,83.99109569758477,47962,15.588697899797408,911
Region_458,630,66.7004439372619,66.27174562728464,104892,24.83926636347004,2690
Region_459,839,61.93450156505088,52.2169970393233,105842,5.794462108933111,3781
Region_460,910,96.50451752548693,45.64716042055868,90533,24.551269231593956,1601
Region_461,296,55.2917046914292,44.35897339159156,76184,11.001768512189162,3286
Region_462,1149,84.94953690197939,75.95387236769278,102912,8.607730018040076,1786
Region_463,203,59.461076989250294,61.005936392386246,30578,7.892532954507554,1499
Region_464,1046,94.08185663851751,85.26799371389352,38624,5.681250298770378,314
Region_465,1159,98.06576440924536,76.98356503633818,59194,18.089662130536322,2709
Region_466,746,73.27350043849918,49.56302089572934,20389,10.456496817343236,2771
Region_467,1358,93.95357401140657,70.68887094078495,119303,29.73579414449079,1512
Region_468,1293,50.25725853773574,61.77527271990797,87391,19.360918896805146,4302
Region_469,1142,90.99734587040501,68.86248653843066,33794,8.44713173390026,1495
Region_470,1120,61.43125807624617,76.90345616692585,78002,22.219063520284134,2348
Region_471,1058,95.43506546346839,80.30979405018954,55531,27.443589162743134,2975
Region_472,143,50.056005574005475,82.18686632033621,72815,23.62948738424036,1682
Region_473,1007,77.80908675198785,52.69874372860124,24986,6.910996525986191,2424
Region_474,1061,87.83179018924673,41.55577999586789,52298,27.397104529816488,562
Region_475,502,62.9344165348954,76.96473675823866,21481,24.84823464649912,265
Region_476,1277,59.656643229364654,45.31718631278873,76408,8.957597502640358,3381
Region_477,961,54.204911223399236,55.74597943064838,89267,6.294647218320422,2222
Region_478,267,66.32167882516465,40.19085670621736,36835,18.932764382857712,3203
Region_479,523,77.99221561544147,74.08347412008101,47798,8.900895283499423,1756
Region_480,481,55.792192839012884,48.35660057356106,111649,25.8647738148818,2156
Region_481,390,68.83476809933994,72.76412048458292,84887,13.958366416791844,1617
Region_482,600,50.45362023263625,89.58713085839194,39477,27.822311118414383,2258
Region_483,1362,90.93397102499209,43.63354358050081,37266,19.142204303525144,2381
Region_484,1327,56.422435904659565,43.85390059757304,106328,9.566809605991704,2203
Region_485,406,64.16714741327908,57.01900463333374,105988,8.489971683995002,1178
Region_486,72,50.92138593691087,83.31932571256709,63526,19.411810938943848,3560
Region_487,571,71.61203919462562,50.77649343956659,31889,24.047090296561098,4373
Region_488,1173,92.00607513706095,58.01889099651738,44335,24.537641193554553,3703
Region_489,851,69.60756057225983,43.425270331348976,31254,11.893935111032032,2415
Region_490,1253,58.97486617119167,78.15776456294446,106610,10.106168972804188,4947
Region_491,1296,87.68494170252596,60.41531713797255,31442,5.41890761230956,2971
Region_492,811,89.44034909353721,77.96243665304215,66289,21.979978780029235,4617
Region_493,491,58.68767376537834,85.18039221733974,73747,6.914206460838475,1129
Region_494,818,88.5427054270495,51.638157355064436,57327,15.519030044148145,3561
Region_495,1065,97.36489441281691,80.36980151699757,36199,20.042054100457403,2791
Region_496,1398,58.31887934661361,42.95469450391266,92827,28.427723622991927,3070
Region_497,565,88.54921462660678,84.94236940901237,20112,12.795053423894217,278
Region_498,1089,85.42860023013147,72.53842737793737,107051,11.244304061162994,220
Region_499,841,73.67869442175443,83.71133620691758,39581,21.35400385715246,344
Region_500,385,52.89602302793992,40.0094199778291,79722,20.48097580133954,4334
Region_501,307,53.7347208878927,48.45405351779962,112036,13.302744582703115,475
Region_502,546,92.62073295993238,59.4879693713246,117562,28.202545887744662,968
Region_503,945,99.50741863753235,58.97514516873593,36523,26.12155818724082,3303
Region_504,209,83.80261285933773,51.33651914617553,86960,10.599563646627029,548
Region_505,901,72.29791535051608,59.080596993360004,39552,10.978563635863079,2859
Region_506,739,82.37868217009537,46.44243560001274,30808,17.807508672177015,875
Region_507,429,79.71979296142726,60.638056463301304,92525,24.33930254326801,3829
Region_508,1006,69.18061302028109,80.11771645796321,43620,6.10100948471161,1908
Region_509,740,53.28130722870065,63.95350315516756,20887,22.333378843367665,2168
Region_510,1341,91.07564737037205,40.90000444726075,51802,21.205897434552423,195
Region_511,1490,68.59167646193623,61.07220207896237,105024,10.787002397824706,4615
Region_512,1241,90.93928216785469,41.35875080454221,115549,22.033825331033718,3627
Region_513,1116,62.62543748441911,88.3121705353399,101938,28.504579781302066,242
Region_514,334,50.05147399228167,46.37269797114345,106741,6.169646124294212,3938
Region_515,446,57.946914163837825,75.38441631653095,46049,12.991301382301563,101
Region_516,61,73.42697083842921,88.63881614460429,97789,15.954417916658882,2460
Region_517,1375,97.21518174789149,81.30195258332859,104526,27.48150897311724,1870
Region_518,1326,55.10968098468595,74.96576875631018,27846,29.056536165228916,3014
Region_519,548,92.7104887230783,81.97304547503835,110563,16.10288116240831,2571
Region_520,803,76.3512048105931,89.08993466303139,66220,23.75071030355478,1919
Region_521,84,91.29603828999484,71.06722486267648,66163,18.291525594112073,2618
Region_522,776,64.91872154949964,67.95924034146633,23765,18.444573368534414,1917
Region_523,898,91.9973582336236,71.41190552316407,101486,11.95248787665891,2788
Region_524,139,88.64113900084023,66.63379433807775,65270,10.423906146596988,3319
Region_525,825,61.5026841515717,71.75445529548594,95277,12.20013364810103,3249
Region_526,654,56.566756320468905,62.49211039862796,108278,18.908200181426984,2629
Region_527,1019,93.40271612661465,50.922159144165356,110239,5.728879650552225,4055
Region_528,1071,98.1618326720066,46.01236132558378,42931,27.681223608910145,4985
Region_529,467,51.565115687375815,43.41704677661302,109116,8.907092738744407,290
Region_530,164,86.56350334868428,53.16578918766,75633,10.502216921784663,3490
Region_531,666,95.47622554739092,42.30617821678669,100702,17.95690441119116,4681
Region_532,1269,92.86800460462493,68.35853899596928,71913,22.752869158431984,1457
Region_533,875,98.22602361351042,54.191422351176016,114776,7.393226368609932,3552
Region_534,1148,88.00470392190485,81.2267404043516,45991,12.942367438679055,4088
Region_535,462,72.11493811904552,43.71204364941932,74845,29.21686513935893,132
Region_536,1449,65.59759952475652,51.317574717074294,118505,11.558574169523641,3818
Region_537,1493,66.03713702190637,76.5123073545073,75312,12.826253626578673,1000
Region_538,778,86.22113363070585,69.94041481917458,30561,25.912462265450838,660
Region_539,1350,87.29185060154822,43.22456356245838,36901,6.255360792261381,4719
Region_540,1070,60.01795717743563,83.86197285811002,115556,16.61532922022427,3655
Region_541,810,93.40614067452654,83.86308814130898,82875,14.490419111291756,4604
Region_542,725,85.74620201011238,56.52040019378869,45917,12.914668997716278,3333
Region_543,1467,78.13751431716913,57.02029216747823,82120,12.142489851119112,2223
Region_544,506,73.57662300512564,89.45141791750869,21988,7.28435262151023,3534
Region_545,969,77.16164028949791,71.30880857965691,34256,12.870645733791221,1572
Region_546,241,57.962286913963226,66.56582602840295,107728,6.076310067891715,2651
Region_547,788,60.18506246381371,81.90760917759621,48230,24.524096591110883,2707
Region_548,1172,54.55822452030959,54.26451691786582,79778,14.95569484895029,2209
Region_549,1027,57.682901908055634,61.45912966981784,65833,16.09759580799779,2499
Region_550,1058,72.68468173026413,53.38883377441671,42625,27.33986466125329,3880
Region_551,145,76.5177196864128,79.45804232943658,52088,21.451374596530517,171
Region_552,712,50.89309462391597,68.6674672817609,99650,5.201477583552995,4418
Region_553,1263,89.83989139320138,72.94125350700352,61167,28.579370574032126,1367
Region_554,86,64.7083986671739,52.61536249197033,91291,10.92861164944278,4543
Region_555,1442,95.59180174799556,51.011265068865754,85303,7.690354618996471,2568
Region_556,328,98.37556318068889,64.41873144914693,96361,24.203204459522055,1280
Region_557,266,59.27294373383272,76.87828745464134,108229,17.511932896667954,1183
Region_558,916,73.10486453828304,66.261987876008,24117,15.844264150450439,1351
Region_559,922,50.06159175832129,41.63228387728343,110265,11.237576992068544,4084
Region_560,1346,79.91636325612134,83.42757531601444,117718,18.686787246557966,1960
Region_561,111,80.36532241313355,43.23434467575658,80710,11.859615130064686,1555
Region_562,645,62.37699778016876,87.79122418603761,114426,27.53957513217669,3235
Region_563,778,77.9206336291599,41.25709791386364,114876,10.38011199332982,1966
Region_564,1415,61.277007122186774,74.72252280653544,87054,27.10887876139384,4965
Region_565,446,58.041273453909504,44.110353185589084,50949,18.985135643183924,3598
Region_566,748,82.57597334011324,85.53382897175698,42547,25.712203347381024,2807
Region_567,1092,66.29627319760374,63.22166181127714,101882,22.821149896523874,2006
Region_568,226,79.51319694428112,46.87618874085077,88136,22.417377785918713,228
Region_569,445,71.66233744858278,57.04078498949233,84619,13.108645192376393,946
Region_570,494,99.2175703701452,48.2412337673381,81842,10.847423286805087,1601
Region_571,1306,57.47903213337829,48.5290955778545,114803,10.272155692019703,541
Region_572,125,73.22992983179051,87.4054160085721,46990,26.429791426489718,110
Region_573,314,84.02283131796626,62.26230561423941,36193,25.5106705064755,1127
Region_574,504,69.77725419399843,79.44011319526797,50109,16.014338200307684,2945
Region_575,767,98.73499259353449,71.9802780588841,39233,8.310115337411364,4210
Region_576,784,86.09438139634676,73.82131811691961,101730,14.556306299436459,3733
Region_577,1457,82.84919287822466,46.584671923601924,54510,20.483586353422787,635
Region_578,900,87.85296338056116,51.70922234077428,21306,16.360078861998822,4010
Region_579,1440,97.63243190193586,79.33751675772184,23849,24.504731712074875,3820
Region_580,193,95.39093264923201,88.53831032373915,32360,29.940570556284637,584
Region_581,934,86.21426540632059,53.133782129932584,114767,9.778302211222421,3512
Region_582,1142,87.45808195506416,53.57843823755199,65800,16.49127049148931,4061
Region_583,1172,57.296103701757275,63.64485664054524,56963,15.774597548020552,3448
Region_584,445,55.13962022463328,89.19201564277189,74330,12.612313318723771,2205
Region_585,1098,78.54522509220821,53.44794729132355,71707,9.95238791800724,1054
Region_586,997,50.918381847027,60.34859548171319,38689,6.6423029122414805,2549
Region_587,940,74.11781907757958,84.57400078117533,49084,27.17798293059246,376
Region_588,1224,60.51747899594343,40.1460516310681,60387,15.49621744215794,4753
Region_589,1217,67.30082838224197,41.988298249428475,94816,17.422387962501222,2756
Region_590,618,88.79023678964779,70.20358385356096,22642,27.923551205022896,51
Region_591,1112,97.06187521161932,85.36900823564235,62137,24.407261937898696,1083
Region_592,158,53.620813607317075,51.94283302009639,99832,8.262531602929606,2531
Region_593,1115,76.71211029882225,63.48208873403545,75561,19.13549919019356,174
Region_594,1259,94.12667429097999,62.523265082890916,82260,16.05630691298898,1154
Region_595,984,54.12542672202106,63.64856730477551,35438,24.93027681446907,2749
Region_596,447,91.2257023448417,71.12598478648727,68442,23.10581369029873,1911
Region_597,1296,67.89006754641358,63.48718814953419,22994,22.2601430477768,2970
Region_598,683,66.10473511096677,62.373407066122894,119575,13.513620886997423,178
Region_599,1206,98.87331931573928,63.71442102156303,21813,25.12409325998136,487
Region_600,1236,60.042954493114706,69.54337206355208,113027,6.309782389871531,4896
Region_601,1288,84.65969704113405,66.85037441756792,104381,8.990622535804182,2598
Region_602,782,91.07203640049332,82.70679988252522,75276,13.390581824447793,3179
Region_603,284,52.05917476396358,42.47484267468333,61243,6.920186026732032,1271
Region_604,707,83.51927291772061,81.66585357365062,82912,10.87485693836729,951
Region_605,800,97.57749871776635,82.1962306305862,80272,25.753774574947954,3218
Region_606,637,56.210998336402966,54.24540107654804,62051,28.706288444751983,4536
Region_607,1082,94.81106513425192,63.14259775079253,98854,12.615058894354762,3968
Region_608,1147,79.7388318688468,61.92692442687178,102736,11.612895099720955,1117
Region_609,1003,80.8302290931237,50.925491717706514,85618,11.997316306160673,76
Region_610,541,80.64720874328029,59.83984235431582,21920,11.942977183771095,597
Region_611,962,64.9417943168657,42.21938860854272,97219,5.898254554649325,2718
Region_612,1326,96.76009076497299,53.89110363908672,96872,28.172908658277702,616
Region_613,1303,97.36752313155193,80.8341087725359,101132,10.34245353925821,753
Region_614,1247,81.26523301069739,54.228115088144875,22093,15.500101852035124,4330
Region_615,1241,89.17113629708074,80.91033343741238,32905,5.2421720685241935,3190
Region_616,219,80.6128992940579,66.57997323022154,44351,26.44887727287643,1640
Region_617,1466,74.21992237870202,83.993133868058,50981,23.27893361137293,4993
Region_618,995,83.04100591496254,68.73897771322076,93903,28.66890087934258,4744
Region_619,844,77.65007262959793,41.48341115323699,90821,24.540386979909975,855
Region_620,683,79.8737931315965,73.77101037735446,102289,12.842662801301632,3841
Region_621,1267,89.19162767094309,42.24267840117843,104021,11.19683396821059,1407
Region_622,78,74.04519157244924,62.529850949156696,98513,22.442907688832324,3275
Region_623,1238,52.037705304623636,86.4713347236557,39874,14.102819375262486,3668
Region_624,1495,58.19997404947486,48.26019696689251,70931,19.15537539381541,2176
Region_625,388,71.93036082447692,59.4936176470772,27674,5.1564367756617555,2510
Region_626,1438,86.24132799370292,76.49301544242391,70516,6.547142542011882,595
Region_627,1415,79.66393241550894,84.11292780474238,114574,18.38419852954128,2778
Region_628,549,82.5147092936727,73.5471502371254,80686,19.151791161204127,3784
Region_629,560,73.96394642881437,52.908662709558456,114851,23.786323611483592,2612
Region_630,1400,80.78710109711214,73.73039264581081,89212,8.299132990599043,2129
Region_631,266,66.45087189073311,54.836382055204496,22426,17.829577093919468,2691
Region_632,1374,73.50912963483326,75.92146149093676,110009,9.861191110792216,3164
Region_633,1205,87.21395327974778,87.70165637925203,88498,7.329902989067367,1976
Region_634,1143,93.59163894865605,76.06967255531441,49943,15.262394851513864,666
Region_635,1325,71.68276669781945,83.14402514562062,86395,9.08341620222643,3694
Region_636,1488,52.18308288536806,40.10519215879417,64816,10.544549454807964,1253
Region_637,494,58.08362720734013,75.87860623657971,24138,12.938864496737544,1809
Region_638,925,51.043056964576905,81.47937784326251,111176,11.484710018579907,2615
Region_639,1255,82.6631509618665,42.02793687723407,95945,7.1897824351486594,3224
Region_640,216,66.61573126775545,83.57988636441152,24017,7.247906121492557,3131
Region_641,140,77.12393178596838,52.83471141550229,30451,9.831235380854205,2680
Region_642,763,74.66384233918998,73.26460509890276,82956,6.263979698988473,3211
Region_643,88,54.076324477621334,80.01774395117033,113863,20.66142549192318,4371
Region_644,1199,70.16306805619159,73.13322565296778,30278,12.18316791272255,719
Region_645,222,61.028056246116165,44.61423960366286,110480,11.993649194226776,3218
Region_646,702,70.91998943338264,69.81607594301842,63764,13.299957355944128,2171
Region_647,803,60.178914017112135,67.47918283610719,21134,21.56990685524304,4128
Region_648,1293,92.02262031384667,85.01606340371357,82943,26.765847037087262,4201
Region_649,1131,58.70966682891268,60.21198648221046,115667,23.97717331389096,769
Region_650,525,98.03902757434885,56.05405485435251,74318,23.188230755627373,2650
Region_651,505,70.79536830734705,77.49253822182331,80128,17.10977964002123,3648
Region_652,878,92.31226460095246,60.63376630416983,108056,22.345138924185292,4719
Region_653,944,81.43824091029725,72.30480875025316,41869,18.81905920083958,716
Region_654,1434,86.76751493328763,72.32250450623035,25039,10.406263204663222,333
Region_655,1074,88.386194403339,84.4019532180059,41281,10.214709193526268,3953
Region_656,436,75.24224409465089,69.93462011595487,30442,12.409800171882086,3615
Region_657,397,77.16502616816442,65.10768049809934,93788,27.770066774245333,2284
Region_658,239,75.69979339043624,46.94356631982585,47586,18.685371009493146,4643
Region_659,554,79.40291890450396,45.786880333935265,73053,23.347634425046735,1515
Region_660,1264,51.46972228782536,47.71607826415397,70489,13.66396899541369,179
Region_661,1442,69.77575849245076,48.592424066354724,103104,15.192894266630631,4784
Region_662,1482,80.30943567805858,71.89385463318169,106346,8.139139465931285,2110
Region_663,873,79.88617826279321,77.04906251372893,87087,9.28237394554176,3722
Region_664,978,89.64780473028158,66.49957614632093,32625,25.68391387065364,2544
Region_665,983,82.75046694160542,81.45088662727454,54397,19.62096579222205,1042
